   78,   79
   79,   80
   80,   81
   77,   83
   74,   83
   78,   84
   83,   84
   75,   84
   80,   84
   81,   85
   84,   85
   79,   85
   84,   85
   80,   85
   86,   87
   86,   87
   81,   88
   87,   88
   87,   88
   86,   89
   85,   89
   76,   89
   88,   89
   86,   89
   89,   90
   83,   90
   82,   90
   87,   90
   81,   90
   90,   91
   81,   91
   80,   91
   90,   92
   80,   92
   91,   92
   80,   93
   92,   93
   87,   93
   88,   93
   82,   93
   83,   94
   90,   94
   83,   94
   93,   94
   93,   94
   91,   95
   91,   95
   84,   95
   92,   95
   86,   95
   93,   95
   74,   96
   83,   96
   95,   96
   80,   96
   94,   96
   93,   96
   88,   96
   95,   96
   95,   96
   80,   96
   96,   97
   95,   97
   92,   97
   92,   97
   88,   97
   91,   97
   92,   97
   96,   98
   96,   98
   88,   98
   97,   98
   98,   99
   97,   99
   97,   99
   96,   99
   79,   99
   98,   99
   96,   99
   89,   99
   93,   99
   97,   99
   87,  100
   80,  100
   99,  100
   94,  100
   87,  100
   96,  100
   99,  100
   97,  100
   92,  100
   89,  100
   96,  100
   99,  100
   95,  100
   97,  100
   93,  100
  100,  101
   97,  101
   95,  101
   99,  101
   98,  101
  100,  101
  100,  101
   84,  101
   97,  101
  101,  102
  101,  102
   98,  102
   99,  102
   91,  102
   98,  102
   92,  102
  100,  102
   97,  103
   98,  103
  100,  103
  100,  103
   91,  103
   91,  103
   98,  103
   96,  103
   99,  103
  101,  103
  102,  103
  101,  103
  102,  103
  100,  103
  101,  103
  102,  103
  102,  103
   98,  104
  103,  104
  101,  104
  100,  104
  102,  104
   94,  104
   92,  104
  100,  104
  103,  104
   89,  104
  101,  104
  102,  104
   95,  104
  101,  104
   92,  104
  102,  104
   93,  104
  102,  104
   97,  105
   96,  105
  104,  105
   97,  105
   96,  105
  103,  105
   97,  105
   84,  105
   99,  105
  103,  105
   90,  105
   96,  105
  101,  105
  102,  105
   99,  105
   92,  105
   97,  105
   96,  106
   92,  106
   94,  106
   97,  106
   88,  106
  104,  106
  100,  106
   98,  106
  105,  106
  105,  106
  102,  106
  105,  106
   98,  106
  100,  106
  104,  106
  101,  106
  102,  107
  103,  107
   98,  107
  106,  107
   99,  107
  106,  107
  103,  107
  106,  107
  105,  107
  103,  107
   96,  107
   93,  107
  100,  107
  101,  107
   95,  107
   89,  107
   99,  107
   94,  107
   98,  107
   99,  107
   99,  107
  101,  107
  103,  107
  100,  107
  102,  107
   96,  107
  104,  108
  105,  108
  103,  108
   99,  108
  104,  108
   96,  108
  106,  108
  106,  108
  103,  108
  101,  108
  104,  108
  102,  108
  107,  108
  106,  108
   98,  108
   84,  108
  107,  108
  107,  108
  107,  108
  106,  108
   99,  108
   98,  108
  107,  109
  107,  109
  102,  109
  108,  109
  108,  109
   96,  109
  106,  109
   94,  109
  103,  109
   95,  109
  108,  109
   98,  109
   99,  109
  108,  109
  108,  109
  108,  109
   88,  109
  102,  109
  108,  109
  105,  110
  108,  110
  106,  110
  108,  110
  101,  110
  109,  110
  106,  110
  106,  110
   97,  110
  105,  110
  105,  110
  109,  110
   99,  110
  107,  110
   98,  110
  108,  110
   96,  110
   98,  110
  105,  110
  107,  110
  109,  110
  107,  110
  109,  110
   96,  111
  105,  111
  103,  111
  108,  111
  104,  111
  105,  111
  104,  111
  109,  111
  108,  111
  101,  111
  102,  111
  110,  111
   95,  111
  102,  111
  110,  111
  109,  111
  104,  111
  107,  111
  110,  111
  110,  111
  110,  111
  105,  112
   99,  112
  111,  112
  100,  112
  104,  112
  107,  112
   98,  112
   95,  112
  107,  112
  100,  112
  106,  112
  110,  112
  111,  112
  108,  112
  107,  112
  103,  112
  109,  112
  109,  112
  101,  113
  100,  113
   99,  113
   95,  113
  109,  113
  109,  113
  107,  113
  105,  113
  105,  113
  112,  113
  106,  113
  111,  113
  108,  113
  106,  113
   98,  114
  103,  114
   96,  114
  113,  114
  111,  114
  110,  114
  113,  114
  113,  114
  102,  114
  112,  114
  103,  114
  110,  114
  113,  114
  107,  114
  113,  114
  101,  114
  106,  114
   99,  114
  113,  114
   99,  114
   98,  114
  107,  114
   98,  114
  104,  114
  109,  114
  105,  114
  113,  114
   95,  115
  103,  115
  107,  115
  110,  115
  112,  115
  114,  115
   99,  115
   97,  115
  101,  115
   99,  115
  102,  115
   90,  115
  110,  115
  108,  115
  107,  115
  110,  115
  112,  115
  107,  115
  114,  115
  114,  115
  112,  115
  110,  115
  106,  116
  100,  116
  109,  116
   99,  116
  105,  116
  111,  116
  115,  116
  113,  116
   95,  116
  106,  116
  102,  116
  104,  116
   97,  116
  111,  116
  112,  116
  113,  116
  107,  117
   91,  117
   92,  117
  102,  117
   99,  117
   93,  117
  116,  117
   93,  117
   93,  117
  105,  117
   97,  117
   95,  117
  105,  117
  101,  117
  111,  117
  108,  117
  104,  117
  113,  117
  110,  118
  107,  118
  109,  118
   89,  118
   97,  118
  111,  118
   95,  118
  113,  118
  108,  118
  116,  118
  114,  118
  115,  118
  117,  118
  114,  118
  111,  118
  114,  118
   96,  118
  105,  118
  112,  118
  113,  118
  117,  118
  108,  118
   97,  119
   98,  119
   91,  119
  104,  119
   94,  119
   97,  119
   94,  119
  100,  119
  117,  119
  117,  119
  117,  119
  111,  119
  108,  119
  104,  119
  105,  119
  118,  119
  117,  119
  116,  119
  101,  120
  111,  120
  101,  120
  119,  120
   96,  120
   91,  120
  100,  120
   97,  120
  104,  120
  119,  120
  102,  120
  109,  120
  116,  120
  102,  120
  117,  120
  104,  120
  112,  120
  106,  120
  104,  120
   94,  121
  100,  121
  101,  121
  117,  121
   97,  121
  114,  121
   96,  121
  101,  121
  120,  121
   97,  121
  105,  121
  105,  121
   96,  121
  110,  121
  106,  121
  114,  121
   96,  122
   99,  122
  121,  122
  106,  122
  101,  122
  100,  122
   98,  122
  121,  122
  106,  122
  120,  122
  120,  122
  106,  122
  119,  122
  117,  122
   90,  123
   94,  123
   97,  123
  121,  123
  103,  123
  111,  123
   93,  123
  114,  123
  122,  123
  122,  123
  107,  123
  121,  123
  101,  123
  110,  123
  116,  123
  121,  123
  116,  123
  119,  124
   96,  124
  121,  124
  123,  124
  105,  124
  115,  124
  123,  124
  101,  125
  117,  125
  120,  125
  101,  125
  120,  125
  105,  125
  117,  125
  119,  125
  122,  125
  116,  125
  107,  125
  116,  125
   94,  125
  122,  125
  102,  126
  100,  126
   92,  126
  125,  126
  101,  126
  125,  126
  113,  126
  107,  126
  111,  126
  102,  126
  117,  126
  121,  126
  120,  126
  121,  126
  123,  126
  100,  127
  100,  127
   95,  127
  121,  127
  119,  127
  121,  127
  117,  127
  123,  127
  122,  127
  114,  127
  120,  127
  120,  127
  119,  128
  126,  128
  126,  128
  124,  128
  127,  128
  125,  128
  120,  128
   93,  129
  105,  129
  109,  129
  114,  129
  108,  129
  107,  129
  124,  129
  123,  129
  120,  129
  125,  129
  111,  129
  120,  129
   92,  130
   97,  130
  129,  130
  108,  130
  107,  130
  104,  130
  101,  130
  129,  130
  118,  130
  127,  130
  111,  130
  111,  130
  119,  130
  128,  130
  127,  131
   94,  131
   93,  131
  120,  131
  123,  131
  108,  131
  120,  131
  125,  131
  131,  132
   94,  132
  121,  132
  123,  132
  131,  132
  117,  132
   92,  133
   93,  133
   89,  133
   90,  133
  102,  133
  122,  133
  109,  133
  108,  133
  122,  133
  124,  133
  122,  133
  125,  133
  103,  134
   96,  134
  104,  134
  111,  134
  132,  134
  114,  134
  133,  134
  132,  134
   93,  135
  109,  135
  110,  135
   89,  135
  121,  135
  122,  135
  111,  135
  100,  136
  124,  136
  124,  136
  108,  136
  128,  136
