-0.253124,-0.864548,0.036101
0.235219,-0.899584,-0.030131
-0.036516,0.603763,-0.054089
-0.205953,-0.78935,0.011851
-0.179515,0.468849,0.025038
-0.160167,0.552573,0.067438
0.344057,0.348863,-0.030087
0.025633,-0.062053,-0.010825
-0.037801,-0.216075,-0.003816
-0.127081,-0.5481,-0.002315
-0.182748,-0.525471,0.072433
0.348873,0.320121,-0.03584
-0.02523,0.786013,-0.103058
0.067321,0.6436,-0.017124
-0.108623,0.15106,0.081477
-0.207845,-0.870285,0.102476
0.371285,0.090729,-0.039824
-0.20927,-0.877284,0.06469
0.123414,-0.578498,0.058548
-0.416458,0.216509,-0.064374
0.015611,-0.058375,0.035401
0.262327,0.403956,-0.031757
0.008262,0.790936,-0.117223
-0.127054,-0.010636,0.081248
0.184555,0.450292,0.025649
0.033965,0.679871,0.034503
-0.356389,0.237148,-0.084123
-0.417881,0.065174,-0.0798
0.147409,-0.555341,0.091728
0.15447,-0.670158,0.097901
-0.151382,0.058835,-0.025922
-0.150725,-0.550495,0.072979
-0.21151,-0.691092,0.016916
-0.157043,-0.6264,0.070392
-0.268237,0.388896,-0.037401
-0.128947,0.200794,0.043452
-0.174417,-0.320156,-0.074794
0.177466,0.088394,-0.027733
0.101298,-0.215504,-0.075323
-0.199669,-0.542856,0.062254
0.332831,0.259301,0.032164
0.066554,0.8537,0.064498
0.140001,0.396417,0.084857
-0.228295,-0.872729,0.079693
-0.366004,0.153624,-0.080855
0.13047,-0.611176,0.056197
-0.260813,0.45761,0.032829
-0.033461,0.001403,-0.087661
-0.301714,0.358823,-0.024497
-0.150677,0.520902,-0.080858
0.189978,-0.799246,0.038331
0.341101,0.290273,-0.038959
0.019117,-0.077714,0.006322
0.240005,0.398882,0.033751
-0.225661,-0.875406,-0.117816
0.374106,0.130695,-0.018268
0.094815,0.796749,0.033856
-0.213247,-0.876679,0.073629
0.198441,0.032987,-0.023632
-0.3382,0.293629,-0.016474
-0.391361,0.073981,-0.12156
-0.19456,-0.499387,0.059417
0.175359,-0.749155,0.038872
-0.219263,-0.780484,0.030509
0.151326,-0.778836,0.109591
-0.108409,-0.314978,0.028451
0.152472,-0.482059,-0.015822
0.183998,-0.885604,0.095864
-0.212704,-0.725741,0.064891
0.174835,-0.429346,-0.040557
-0.177207,0.469951,0.009821
-0.183281,-0.582553,-0.018398
0.173968,-0.881192,-0.05582
-0.189913,-0.496786,-0.036098
-0.187209,-0.406631,-0.04094
-0.216605,-0.705885,0.024635
0.131075,-0.436472,0.065957
0.388582,0.231261,0.020628
-0.21763,-0.82057,0.080692
0.214698,-0.517343,0.060661
-0.410378,0.229031,-0.042541
-0.13484,0.577304,-0.075447
0.161099,0.02933,0.094383
0.176966,-0.728051,0.103309
0.437102,0.008975,-0.067065
0.009334,0.713757,-0.131642
-0.190378,0.478744,0.023081
0.333568,0.216342,0.005766
-0.188866,-0.451069,-0.03951
0.073019,0.317578,0.109478
0.397784,-0.052203,-0.071887
0.00863,-0.061041,0.03523
0.163306,-0.826312,0.021835
0.419867,0.050019,-0.078544
-0.150273,-0.578085,0.070596
0.354447,0.195871,-0.044926
-0.217261,-0.66414,0.044553
0.366479,0.066901,-0.057722
-0.265514,0.401658,-0.012874
0.10023,-0.333181,-0.039061
-0.182626,-0.786683,0.019634
0.166921,0.475277,-0.011365
-0.136535,0.563202,-0.079087
-0.19389,-0.659364,0.076315
0.080547,-0.269626,-0.024071
0.364705,0.048463,-0.047269
-0.03995,0.689714,-0.040073
0.083178,-0.24826,-0.04571
-0.217358,-0.638715,0.024438
0.365041,0.006355,-0.048902
-0.199873,0.487088,-0.057451
-0.215411,-0.874123,-0.09748
-0.366273,0.398957,-0.0032
-0.368484,0.090244,-0.083949
-0.188263,-0.430575,-0.041092
-0.162374,-0.584074,0.074752
0.077035,0.713098,-0.003276
-0.183895,-0.775532,0.089504
-0.174608,-0.738124,0.081901
0.194013,-0.869872,-0.096275
-0.39539,0.33257,-0.01766
-0.0088,0.629039,0.051528
-0.313865,0.464939,0.009627
-0.167146,-0.332883,-0.085812
-0.313553,0.344623,-0.028437
-0.321563,0.330599,-0.032684
0.243258,-0.886011,-0.058797
0.188411,-0.839713,-0.018607
0.425965,0.035442,-0.052821
0.008538,-0.040006,-0.042414
-0.075686,0.136745,0.11231
0.170732,-0.877345,-0.04915
-0.412212,0.129447,-0.077826
-0.416871,0.067879,-0.117746
0.137294,-0.480713,0.080537
0.114747,-0.446538,0.014367
-0.404447,0.223222,-0.090699
-0.41323,0.117189,-0.082871
-0.185303,-0.732558,0.019341
-0.363107,0.18721,-0.087465
0.212895,-0.476958,0.047179
