54.856,54.873
56.316,72.488
56.955,76.133
57.394,61.858
58.033,58.953
59.987,63.643
60.041,74.691
62.362,73.313
63.172,63.447
64.111,70.342
67.066,67.938
70.228,82.147
70.98,74.13
71.13,75.865
71.652,75.794
74.314,75.355
75.867,75.882
75.901,76.735
76.179,76.737
76.89,80.186
78.183,81.403
78.832,78.937
79.326,86.19
79.655,79.922
79.854,79.856
80.187,80.21
80.447,80.704
80.486,80.566
80.505,80.505
80.736,81.242
84.793,84.809
85.878,85.887
87.413,88.008
90.887,90.893
91.386,91.427
